date,device,power_usage,temperature
2025-12-09,LG 24MP60G,0.0015,25.96
2024-04-28,Sony Bravia X75,0.0025,31.21
2025-10-20,Usha Mist Air IC,0.0022,29.51
2024-08-15,Daikin FTKF 1.5T,0.0493,28.16
2025-03-21,Samsung LF24T350,0.0012,33.34
2024-12-02,LG KS-Q18,0.0758,30.9
2024-10-25,Daikin FTKF 1.5T,0.0442,33.38
2025-01-05,Samsung EP-TA800,0.0003,37.18
2024-11-11,Syska SSK-BLS-9W,0.0005,24.74
2024-08-15,Prestige PKOSS 1.5,0.0607,32.12
2025-05-04,Bajaj Majesty RX14,0.028,32.9
2024-10-04,Orient Winter HC,0.1062,32.01
2024-03-15,Bosch WAK24168,0.0269,25.82
2025-03-12,Bajaj MX3,0.0178,24.74
2024-03-24,Panasonic NN-ST34,0.0302,25.77
2025-08-15,Bajaj Majesty RX14,0.0295,29.51
2025-08-22,Orient Aeroquiet,0.0046,29.28
2025-01-05,Daikin FTKF 1.5T,0.0489,31.49
2025-07-21,Philips Ace Saver,0.0005,28.37
2024-11-19,Kirloskar Mega 54S,0.0141,33.31
2024-09-29,Netgear R6120,0.0002,28.91
2025-04-06,Bajaj Majesty RX14,0.0454,35.75
2025-10-13,Sony Bravia X75,0.0053,31.52
2024-08-17,Bajaj Majesty RX14,0.0816,29.06
2025-05-06,Samsung LF24T350,0.0003,29.27
2025-08-21,Netgear R6120,0.0001,32.01
2025-01-22,Bajaj Majesty RX14,0.0234,31.44
2024-06-27,Philips HD3119,0.0262,35.68
2024-12-28,Orient Winter HC,0.0969,37.37
2025-11-30,Samsung MS23F301,0.0504,34.49
2024-08-14,Panasonic NN-ST34,0.0573,25.4
2024-07-03,Havells Leganza,0.0016,30.23
2025-08-16,Havells Stealth Air,0.0013,27.86
2024-06-05,CRI MHBS,0.0158,29.08
2025-05-08,Philips HD3119,0.0184,31.63
2024-08-26,Samsung WA65A4002,0.0129,30.74
2025-03-05,Sony Bravia X75,0.0059,32.88
2024-11-09,Philips Ace Saver,0.0002,30.52
2024-07-07,Daikin FTKF 1.5T,0.0616,34.25
2025-07-14,Philips HD9306,0.057,33.72
2024-05-11,Samsung WA65A4002,0.0152,35.68
2025-04-12,Philips HD9306,0.0202,34.12
2024-07-05,Samsung RT28T,0.0066,36.34
2024-09-12,Dell OptiPlex 7090,0.0042,30.62
2025-09-04,Philips HD9306,0.0633,31.45
2024-03-01,LG KS-Q18,0.0733,30.95
2024-03-21,Bajaj MX3,0.0433,28.04
2024-08-22,Panasonic SR-WA18,0.0073,26.3
2025-05-18,Netgear R6120,0.0002,31.27
2024-01-15,Usha Striker Galaxy,0.001,29.23
2025-01-23,CRI MHBS,0.0182,32.11
2024-05-24,Panasonic SR-WA18,0.0238,35.58
2024-11-03,Orient Aeroquiet,0.0033,31.4
2024-01-13,Samsung WA65A4002,0.0081,29.06
2024-12-14,Panasonic F-M12D3,0.0033,23.15
2025-11-08,Xiaomi MDY-11,0.0002,33.78
2024-03-09,Bosch WAK24168,0.0168,33.16
2024-01-30,Philips GC1905,0.0308,31.4
2024-11-10,LG FHM1207,0.0296,29.71
2025-08-18,Philips GC1905,0.0279,30.72
2025-04-21,ASUS VivoBook 15,0.0028,29.4
2024-07-25,Lenovo IdeaPad 3,0.0029,34.64
2024-05-29,Sony Bravia X75,0.0017,32.9
2024-06-20,Lenovo IdeaPad 3,0.003,29.13
2025-09-30,Panasonic NN-ST34,0.0543,28.93
2025-08-02,Orient Aeroquiet,0.0016,26.92
2024-02-29,Bosch WAK24168,0.0196,29.8
2024-02-19,Syska SSK-BLS-9W,0.0006,29.89
2025-04-16,Philips Ace Saver,0.0001,23.9
2025-05-29,LG 24MP60G,0.0022,29.09
2025-04-14,Philips HD3119,0.0346,27.93
2025-12-13,Dell P2422H,0.0019,29.62
2025-09-08,Xiaomi MDY-11,0.0003,27.5
2025-07-24,Philips HD9306,0.048,28.91
2025-10-30,Dell P2422H,0.0009,28.82
2025-09-02,Philips HD3119,0.0068,27.94
2024-10-19,Xiaomi MDY-11,0.0005,36.75
2025-09-17,Samsung WA65A4002,0.0184,32.65
2025-09-09,Syska SSK-BLS-9W,0.0005,28.14
2024-04-25,TP-Link Archer C6,0.0002,25.47
2024-12-24,Havells Leganza,0.0022,32.7
2024-06-09,Orient Winter HC,0.0808,28.49
2025-05-20,Usha Striker Galaxy,0.0009,31.96
2025-12-16,CRI MHBS,0.0221,32.13
2025-05-28,Syska SSK-BLS-9W,0.0002,35.94
2025-04-10,Panasonic NN-ST34,0.0383,29.47
2025-01-14,Orient Winter HC,0.0668,28.82
2025-11-25,Panasonic NN-ST34,0.0458,33.42
2025-11-23,Panasonic NN-ST34,0.0177,29.36
2025-07-04,Whirlpool IF INV 278,0.008,27.59
2024-09-22,Daikin FTKF 1.5T,0.0216,27.09
2025-02-04,Kirloskar Mega 54S,0.0338,30.58
2025-01-26,Panasonic F-M12D3,0.0018,31.87
2025-04-08,Philips HD9306,0.0605,29.4
2024-08-20,Orient Aeroquiet,0.0048,27.26
2025-12-02,Lenovo IdeaPad 3,0.0008,26.5
2025-11-24,Dell OptiPlex 7090,0.0103,30.25
2025-02-08,Usha Mist Air IC,0.0021,29.24
2025-11-14,Samsung EP-TA800,0.0001,32.15
2024-11-17,Philips HD9306,0.0344,31.88
2025-12-12,Kirloskar Mega 54S,0.0156,28.72
2025-02-14,TP-Link Archer C6,0.0002,31.99
2025-05-29,Syska SSK-BLS-9W,0.0002,29.12
2025-06-26,Philips HD3119,0.0187,25.42
2024-11-03,LG FHM1207,0.0084,28.65
2025-09-02,Samsung MS23F301,0.0642,31.61
2025-04-28,Orient Aeroquiet,0.002,32.04
2025-01-09,Bajaj Majesty RX14,0.0272,32.75
2024-12-09,Samsung EP-TA800,0.0003,34.46
2024-03-24,Kirloskar Mega 54S,0.0472,31.31
2025-11-09,Kirloskar Mega 54S,0.0178,33.38
2025-10-01,Kirloskar Mega 54S,0.0242,34.23
2024-11-03,Usha Mist Air IC,0.0008,32.0
2025-02-03,Philips HD3119,0.022,27.75
2025-11-18,Netgear R6120,0.0004,33.87
2025-10-12,CRI MHBS,0.0149,34.0
2025-01-30,Panasonic NN-ST34,0.0353,34.41
2025-11-17,Whirlpool IF INV 278,0.0043,28.93
2024-08-16,Orient Aeroquiet,0.0038,27.82
2025-09-26,Lenovo IdeaPad 3,0.0023,25.73
2024-02-05,LG KS-Q18,0.0638,30.15
2025-12-20,Lenovo ThinkCentre M70,0.0027,32.16
2024-06-20,TP-Link Archer C6,0.0005,30.22
2024-10-22,Havells Stealth Air,0.0012,33.43
2024-11-24,ASUS VivoBook 15,0.0035,33.54
2024-08-21,Philips GC1905,0.0222,33.74
2024-10-02,LG FHM1207,0.0331,26.38
2024-11-16,Dell P2422H,0.0004,36.5
2025-02-13,Xiaomi MDY-11,0.0001,32.28
2024-06-20,ASUS VivoBook 15,0.001,27.01
2025-03-05,Havells Leganza,0.0022,27.5
2025-06-27,TP-Link Archer C6,0.0004,25.16
2024-06-21,Panasonic SR-WA18,0.0315,31.34
2025-09-14,LG KS-Q18,0.0428,26.95
2025-06-23,Daikin FTKF 1.5T,0.0784,30.01
2025-01-03,HP EliteDesk 800,0.0085,29.2
2025-06-30,Xiaomi MDY-11,0.0002,26.39
2024-05-13,Lenovo IdeaPad 3,0.0025,33.28
2024-03-13,Sony Bravia X75,0.0056,30.17
2025-07-15,Samsung LF24T350,0.0019,32.25
2024-04-30,Panasonic NN-ST34,0.0327,30.35
2025-10-02,Bajaj MX3,0.0452,32.7
2024-06-19,Philips GC1905,0.0284,27.14
2025-03-12,Philips HD9306,0.0873,27.4
2025-06-21,Samsung MS23F301,0.0287,32.64
2024-08-05,Bajaj MX3,0.0361,27.29
2024-09-27,Philips HD3119,0.0262,32.2
2024-05-02,Philips GC1905,0.0509,29.75
2025-08-05,Samsung WA65A4002,0.0363,27.96
2025-06-06,Samsung EP-TA800,0.0002,33.13
2024-04-25,Dell P2422H,0.0026,24.77
2025-01-15,Sony Bravia X75,0.0017,36.18
2024-10-23,LG GL-T302,0.0067,28.94
2024-08-17,LG KS-Q18,0.0813,27.11
2024-06-03,Philips Ace Saver,0.0003,31.09
2024-04-28,TP-Link Archer C6,0.0003,30.54
2024-03-23,Philips Ace Saver,0.0003,31.77
2025-07-13,Bajaj Majesty RX14,0.0656,35.8
2024-04-14,Bosch WAK24168,0.0078,32.11
2024-09-25,Panasonic NN-ST34,0.0477,30.46
2025-06-20,TP-Link Archer C6,0.0004,26.99
2024-01-20,Xiaomi MDY-11,0.0002,28.94
2024-05-01,Orient Apex,0.0014,34.28
2024-06-18,Panasonic NN-ST34,0.0335,30.38
2025-01-09,Bajaj MX3,0.0596,30.34
2024-11-11,Samsung MS23F301,0.0257,30.1
2025-04-03,Syska SSK-BLS-9W,0.0005,32.27
2024-09-27,Samsung UA43T5400,0.0017,31.02
2025-07-15,LG 24MP60G,0.0017,30.82
2025-06-03,Kirloskar Mega 54S,0.0357,33.45
2025-10-07,Dell OptiPlex 7090,0.0085,25.23
2025-03-22,LG FHM1207,0.0254,33.71
2025-07-04,LG 43LM5650,0.0034,29.74
2024-11-09,TP-Link Archer C6,0.0004,28.06
2024-09-15,Samsung EP-TA800,0.0003,30.0
2025-12-08,LG 43LM5650,0.0054,28.38
2025-01-20,TP-Link Archer C6,0.0005,24.34
2024-04-23,Orient Aeroquiet,0.0042,31.29
2025-07-28,Philips HD3119,0.0135,31.86
2024-10-19,Panasonic NN-ST34,0.0622,27.52
2024-04-28,LG 43LM5650,0.0073,27.6
2024-08-15,Usha Striker Galaxy,0.0022,27.4
2024-08-25,Bajaj MX3,0.0907,30.53
2025-04-15,TP-Link Archer C6,0.0005,29.98
2024-03-18,Bajaj MX3,0.0493,31.16
2024-11-07,LG KS-Q18,0.1178,27.92
2024-08-08,Samsung LF24T350,0.0005,26.09
2025-05-28,LG FHM1207,0.0275,31.81
2024-07-17,Samsung RT28T,0.006,34.84
2025-04-15,Philips HD9306,0.035,27.74
2025-02-09,Panasonic F-M12D3,0.0033,32.5
2024-01-09,Usha Mist Air IC,0.0007,31.99
2024-05-05,Bajaj Majesty RX14,0.0437,32.96
2025-10-23,Bajaj MX3,0.0182,34.66
2024-12-03,Usha Striker Galaxy,0.0015,32.37
2024-10-16,Bosch WAK24168,0.0221,32.07
2024-08-29,Bajaj MX3,0.0742,27.94
2024-11-12,LG GL-T302,0.0062,31.31
2025-02-19,LG GL-T302,0.0065,32.49
2025-10-07,Dell Inspiron 3520,0.0012,31.25
2024-04-21,CRI MHBS,0.0385,25.97
2025-08-09,Orient Aeroquiet,0.0023,28.41
2025-09-11,Panasonic SR-WA18,0.0154,32.45
2025-07-19,HP Pavilion 14,0.0019,29.52
2025-05-24,Daikin FTKF 1.5T,0.0731,29.69
2025-05-07,Syska SSK-BLS-9W,0.0004,29.44
2025-05-20,Philips HD9306,0.0207,32.06
2025-08-23,CRI MHBS,0.0118,32.39
2024-10-14,LG FHM1207,0.0083,33.63
2026-01-03,Whirlpool IF INV 278,0.0042,28.72
2025-05-25,LG 43LM5650,0.0031,31.67
2024-10-31,HP Pavilion 14,0.0013,27.57
2024-01-24,Panasonic SR-WA18,0.009,30.38
2025-08-05,Whirlpool IF INV 278,0.0063,29.62
2024-06-09,Samsung MS23F301,0.0385,32.16
2025-08-04,Havells Leganza,0.002,30.58
2024-12-07,LG KS-Q18,0.0405,27.17
2024-10-24,Bajaj Majesty RX14,0.0369,24.21
2026-01-01,Samsung MS23F301,0.0485,30.52
2025-01-29,Orient Apex,0.0022,28.06
2025-11-11,Kirloskar Mega 54S,0.0151,30.64
2025-01-13,Lenovo IdeaPad 3,0.0028,31.67
2024-02-28,HP Pavilion 14,0.0022,32.36
2024-05-05,Bajaj MX3,0.021,28.02
2024-02-27,Syska SSK-BLS-9W,0.0001,26.07
2024-04-16,Panasonic NN-ST34,0.0379,32.89
2024-04-24,Panasonic NN-ST34,0.0173,33.09
2025-10-31,CRI MHBS,0.0329,28.08
2025-10-18,Panasonic SR-WA18,0.0228,30.27
2024-07-04,Kirloskar Mega 54S,0.03,31.28
2025-05-12,HP EliteDesk 800,0.0118,31.24
2024-12-24,Bajaj MX3,0.0732,34.54
2025-03-29,Bajaj MX3,0.0475,29.2
2024-12-16,Bajaj MX3,0.0332,26.49
2026-01-05,ASUS VivoBook 15,0.0042,33.62
2025-09-05,Samsung UA43T5400,0.0043,27.96
2024-03-23,TP-Link Archer C6,0.0003,30.06
2025-07-16,Philips HD3119,0.018,32.72
2025-03-24,TP-Link Archer C6,0.0006,24.84
2025-03-15,Samsung WA65A4002,0.0134,28.02
2024-03-02,LG KS-Q18,0.039,30.74
2024-07-04,LG FHM1207,0.0056,28.93
2025-07-29,Samsung MS23F301,0.028,29.17
2024-07-02,Prestige PKOSS 1.5,0.0703,28.44
2025-05-16,ASUS VivoBook 15,0.0023,30.77
2025-03-04,Syska SSK-BLS-9W,0.0003,23.67
2024-08-09,TP-Link Archer C6,0.0001,28.34
2025-10-10,Philips HD3119,0.0108,31.65
2025-06-27,Usha Mist Air IC,0.0007,29.21
2025-01-23,Samsung UA43T5400,0.0018,29.1
2024-05-16,Bajaj Majesty RX14,0.0439,35.21
2024-04-26,Philips HD3119,0.0167,25.17
2025-03-07,Panasonic SR-WA18,0.0205,30.92
2025-06-20,HP EliteDesk 800,0.0034,31.01
2025-02-12,Bajaj Majesty RX14,0.0357,34.99
2024-09-18,Sony Bravia X75,0.005,26.13
2025-04-10,Netgear R6120,0.0002,27.82
2025-06-23,Panasonic SR-WA18,0.0295,27.51
2025-09-26,Prestige PKOSS 1.5,0.0163,30.4
2024-04-22,Netgear R6120,0.0003,29.94
2025-09-07,CRI MHBS,0.0213,28.04
2025-04-24,Havells Leganza,0.004,35.45
2025-05-21,Kirloskar Mega 54S,0.0346,27.32
2024-07-26,Orient Winter HC,0.0826,28.0
2025-08-26,Samsung RT28T,0.0095,31.7
2025-06-11,Sony Bravia X75,0.0028,35.0
2025-11-24,CRI MHBS,0.0371,26.95
2024-07-31,Samsung MS23F301,0.0367,27.77
2025-10-25,Orient Apex,0.0018,29.43
2024-05-06,Netgear R6120,0.0004,27.58
2025-02-06,Havells Stealth Air,0.0018,26.11
2024-09-12,Netgear R6120,0.0006,31.4
2025-09-21,Lenovo IdeaPad 3,0.0016,27.22
2024-08-13,Orient Aeroquiet,0.0023,27.8
2024-02-23,Philips GC1905,0.0649,25.81
2025-07-04,Orient Apex,0.0016,27.9
2025-12-15,Dell OptiPlex 7090,0.0033,27.68
2025-03-17,Bosch WAK24168,0.0535,31.07
2024-05-02,Dell P2422H,0.0011,23.9
2025-08-30,Philips GC1905,0.0367,28.95
2024-07-21,Kirloskar Mega 54S,0.0364,28.37
2025-07-21,Daikin FTKF 1.5T,0.0327,28.5
2024-09-29,Bajaj Majesty RX14,0.1103,27.99
2025-05-23,LG 24MP60G,0.0007,26.76
2025-03-05,Prestige PKOSS 1.5,0.0773,31.16
2024-05-12,Bajaj MX3,0.0359,27.05
2024-11-23,Philips Ace Saver,0.0001,31.45
2025-06-21,Panasonic SR-WA18,0.0193,34.19
2025-06-18,Samsung EP-TA800,0.0003,31.66
2025-03-24,Samsung UA43T5400,0.003,36.31
2025-07-17,Panasonic F-M12D3,0.0012,31.45
2024-11-19,Samsung MS23F301,0.0473,33.07
2025-11-11,Prestige PKOSS 1.5,0.0557,36.72
2024-01-28,Dell OptiPlex 7090,0.0079,28.62
2025-07-26,Samsung EP-TA800,0.0004,31.43
2025-03-30,Sony Bravia X75,0.0037,33.17
2024-11-10,HP Pavilion 14,0.0032,29.52
2025-04-26,Dell P2422H,0.0017,28.73
2024-02-03,Daikin FTKF 1.5T,0.0825,32.25
2025-02-18,LG FHM1207,0.0195,29.37
2024-11-13,TP-Link Archer C6,0.0001,29.32
2024-11-17,Netgear R6120,0.0002,26.15
2024-03-28,Samsung MS23F301,0.0292,36.48
2024-06-27,LG KS-Q18,0.0515,28.07
2024-09-26,Dell P2422H,0.0013,26.38
2025-03-04,LG KS-Q18,0.0438,34.42
2024-05-25,LG 24MP60G,0.0022,30.57
2025-02-03,Philips GC1905,0.0415,27.26
2024-09-15,Samsung UA43T5400,0.0028,31.41
2025-04-11,Orient Apex,0.0017,31.43
2024-11-16,Philips HD3119,0.011,30.82
2025-04-12,Panasonic NN-ST34,0.0228,31.74
2025-05-18,Orient Winter HC,0.0667,28.07
2025-07-21,Samsung RT28T,0.0135,29.99
2024-06-22,Samsung LF24T350,0.0022,29.27
2024-03-31,Bosch WAK24168,0.0093,29.18
2024-02-14,Xiaomi MDY-11,0.0005,29.41
2025-09-15,LG GL-T302,0.0042,27.38
2025-08-02,Orient Aeroquiet,0.0027,29.61
2025-08-19,HP EliteDesk 800,0.0096,30.14
2025-10-01,Philips Ace Saver,0.0003,26.43
2025-01-24,Prestige PKOSS 1.5,0.0409,32.61
2024-05-14,Samsung MS23F301,0.0574,30.33
2024-07-25,Daikin FTKF 1.5T,0.0686,31.45
2025-01-07,Samsung EP-TA800,0.0003,26.73
2025-09-04,Panasonic NN-ST34,0.0418,30.33
2025-05-14,Philips HD3119,0.0132,32.8
2024-06-28,Bajaj MX3,0.0603,30.33
2025-06-05,TP-Link Archer C6,0.0003,25.76
2024-11-05,Netgear R6120,0.0005,21.98
2025-09-27,LG 24MP60G,0.0015,37.06
2025-02-20,Philips HD3119,0.0241,24.37
2024-10-10,Sony Bravia X75,0.0028,28.59
2024-06-21,Orient Apex,0.002,33.64
2024-05-29,Orient Aeroquiet,0.0032,28.59
2025-11-26,Dell Inspiron 3520,0.0023,32.59
2024-04-19,Samsung WA65A4002,0.0107,35.65
2025-12-26,Bajaj Majesty RX14,0.0382,31.23
2024-01-22,Samsung MS23F301,0.0243,25.41
2025-03-15,Samsung MS23F301,0.0354,27.25
2025-07-31,Samsung WA65A4002,0.0107,32.91
2025-12-31,Havells Leganza,0.0017,29.3
2025-02-01,CRI MHBS,0.0118,37.75
2024-01-15,Panasonic SR-WA18,0.0111,26.14
2025-09-23,Samsung UA43T5400,0.0035,25.96
2024-06-22,TP-Link Archer C6,0.0002,34.2
2024-07-29,Netgear R6120,0.0007,28.79
2025-01-17,Orient Winter HC,0.0235,32.85
2025-03-04,Orient Winter HC,0.0394,31.78
2024-05-19,Lenovo ThinkCentre M70,0.0048,29.37
2024-06-05,Prestige PKOSS 1.5,0.0918,36.07
2024-08-11,Panasonic NN-ST34,0.0565,25.58
2025-10-02,Prestige PKOSS 1.5,0.0258,28.84
2024-04-09,ASUS VivoBook 15,0.0033,32.39
2024-09-27,TP-Link Archer C6,0.0003,35.07
2024-09-28,Philips HD3119,0.0199,24.74
2025-09-25,LG FHM1207,0.0174,29.41
2024-02-08,Samsung LF24T350,0.0007,32.23
2025-07-09,Philips HD3119,0.0056,27.66
2024-10-05,Panasonic SR-WA18,0.0125,33.1
2025-09-15,Samsung WA65A4002,0.0051,29.92
2024-02-07,Bosch WAK24168,0.0243,28.41
2025-07-22,Whirlpool IF INV 278,0.0032,29.39
2025-02-07,LG KS-Q18,0.067,32.08
2025-08-03,Philips Ace Saver,0.0005,34.25
2025-01-20,Samsung EP-TA800,0.0004,32.41
2025-03-28,Bajaj Majesty RX14,0.024,36.04
2025-12-05,Bajaj MX3,0.0342,33.89
2024-12-02,Philips GC1905,0.0705,26.47
2024-01-14,Bajaj Majesty RX14,0.063,27.6
2025-10-01,Xiaomi MDY-11,0.0004,31.26
2025-01-02,TP-Link Archer C6,0.0004,32.73
2024-08-15,Netgear R6120,0.0006,34.42
2024-02-04,TP-Link Archer C6,0.0002,30.71
2025-10-29,Bajaj Majesty RX14,0.0247,29.99
2024-11-02,Netgear R6120,0.0006,26.43
2025-10-26,Orient Winter HC,0.0743,32.46
2024-03-09,Bajaj MX3,0.0433,28.27
2026-01-06,LG FHM1207,0.0078,31.36
2024-01-18,Philips Ace Saver,0.0001,26.37
2024-03-22,CRI MHBS,0.0209,29.6
2024-09-09,Havells Leganza,0.0032,29.1
2025-02-08,Syska SSK-BLS-9W,0.0002,29.95
2024-11-04,ASUS VivoBook 15,0.0019,31.92
2024-12-24,Bajaj Majesty RX14,0.1028,28.48
2024-03-25,Philips HD9306,0.041,35.01
2025-04-04,TP-Link Archer C6,0.0005,30.03
2025-11-06,Whirlpool IF INV 278,0.0142,28.47
2024-06-16,Samsung EP-TA800,0.0006,31.78
2024-07-28,Bajaj Majesty RX14,0.0392,34.91
2025-12-17,Bosch WAK24168,0.0275,27.86
2024-02-20,Samsung MS23F301,0.0433,26.7
2025-10-20,Netgear R6120,0.0002,36.36
2024-05-21,Samsung RT28T,0.0036,28.46
2025-02-11,Philips Ace Saver,0.0003,36.71
2025-02-24,Samsung MS23F301,0.0554,30.21
2024-11-29,Kirloskar Mega 54S,0.0226,31.54
2024-05-18,LG GL-T302,0.0073,30.85
2024-06-28,Orient Winter HC,0.0921,30.24
2025-09-02,Philips GC1905,0.0648,32.29
2025-04-24,Panasonic NN-ST34,0.0433,24.83
2024-08-03,TP-Link Archer C6,0.0003,30.18
2024-01-26,LG 24MP60G,0.0018,30.46
2024-02-22,Daikin FTKF 1.5T,0.0207,30.78
2024-03-05,TP-Link Archer C6,0.0001,32.75
2025-03-11,CRI MHBS,0.0132,26.38
2024-11-16,Kirloskar Mega 54S,0.0423,29.64
2024-11-29,TP-Link Archer C6,0.0002,29.43
2025-04-05,Samsung WA65A4002,0.0156,36.53
2025-08-27,HP EliteDesk 800,0.0061,29.73
2025-06-03,Prestige PKOSS 1.5,0.0361,25.96
2025-02-20,LG 43LM5650,0.0031,32.19
2025-10-09,Bajaj Majesty RX14,0.0596,30.69
2025-04-30,Samsung UA43T5400,0.0012,25.52
2025-07-04,Kirloskar Mega 54S,0.0181,26.75
2025-05-10,TP-Link Archer C6,0.0003,30.78
2024-05-06,CRI MHBS,0.0772,24.49
2024-06-23,Netgear R6120,0.0002,26.38
2025-04-10,LG 24MP60G,0.0012,28.87
2025-11-23,Bajaj Majesty RX14,0.0594,31.35
2025-08-30,Sony Bravia X75,0.0024,25.83
2025-05-21,Samsung WA65A4002,0.0144,31.0
2025-02-25,Philips Ace Saver,0.0003,31.34
2025-11-14,Philips GC1905,0.0391,25.8
2025-03-24,ASUS VivoBook 15,0.0018,33.5
2025-12-22,Samsung UA43T5400,0.0048,29.11
2024-12-11,Syska SSK-BLS-9W,0.0002,32.12
2025-03-21,Bajaj MX3,0.0571,29.46
2024-12-24,Philips HD9306,0.0469,28.22
2024-08-21,LG GL-T302,0.0041,32.9
2025-05-23,Lenovo IdeaPad 3,0.0008,31.51
2024-09-10,Kirloskar Mega 54S,0.0173,33.5
2024-01-28,Panasonic NN-ST34,0.0175,32.44
2024-02-26,Philips HD9306,0.0344,37.22
2025-11-27,LG GL-T302,0.0052,26.88
2024-08-17,Philips GC1905,0.0664,30.07
2025-03-01,Syska SSK-BLS-9W,0.0003,28.62
2024-02-20,Samsung EP-TA800,0.0002,33.45
2025-12-23,Bajaj Majesty RX14,0.0364,32.17
2024-10-18,Dell OptiPlex 7090,0.0052,29.11
2025-02-10,Dell P2422H,0.0011,33.53
2025-10-27,CRI MHBS,0.0374,27.87
2024-10-22,Bajaj Majesty RX14,0.0642,29.0
2024-07-31,Dell P2422H,0.002,31.8
2025-11-02,Panasonic NN-ST34,0.0254,30.07
2024-09-06,Orient Winter HC,0.1023,25.31
2024-11-22,Bosch WAK24168,0.0224,30.36
2024-11-15,Philips HD3119,0.0156,30.94
2024-05-23,Havells Stealth Air,0.0012,33.14
2025-09-27,Panasonic SR-WA18,0.0346,30.38
2024-02-22,Panasonic NN-ST34,0.04,34.52
2025-10-18,Philips HD3119,0.0246,35.58
2025-02-11,Xiaomi MDY-11,0.0003,33.94
2024-11-15,Havells Leganza,0.0022,25.12
2025-06-20,Samsung MS23F301,0.0347,34.41
2025-10-09,Panasonic NN-ST34,0.0232,30.3
2024-09-02,Panasonic F-M12D3,0.002,27.19
2025-12-23,ASUS VivoBook 15,0.002,23.75
2025-06-14,Samsung MS23F301,0.0519,30.28
2024-04-10,TP-Link Archer C6,0.0002,29.22
2025-03-22,Lenovo IdeaPad 3,0.0015,29.31
2025-12-06,Lenovo ThinkCentre M70,0.0029,27.65
2024-05-25,Philips HD9306,0.0142,33.79
2025-07-01,Samsung LF24T350,0.0011,32.07
2024-08-28,CRI MHBS,0.0367,28.35
2024-10-10,Dell P2422H,0.0028,28.17
2025-07-19,LG 43LM5650,0.0043,28.15
2025-07-21,Orient Winter HC,0.0716,28.89
2024-04-13,Samsung RT28T,0.0106,28.78
2025-11-15,Samsung EP-TA800,0.0007,30.72
2024-03-17,CRI MHBS,0.0224,29.26
2024-09-10,Prestige PKOSS 1.5,0.06,31.28
2025-03-23,TP-Link Archer C6,0.0006,26.6
2024-07-08,Philips GC1905,0.028,32.94
2024-08-14,ASUS VivoBook 15,0.0008,28.15
2025-06-06,Kirloskar Mega 54S,0.0061,28.25
2025-03-04,Samsung RT28T,0.0021,24.55
2025-06-27,Samsung EP-TA800,0.0002,27.86
2025-01-01,Netgear R6120,0.0003,28.71
2024-08-14,Philips HD9306,0.0852,32.99
2025-04-22,LG 24MP60G,0.0012,29.16
2024-11-13,Usha Striker Galaxy,0.0013,26.76
2024-11-04,Panasonic SR-WA18,0.0254,29.24
2024-08-24,LG 43LM5650,0.0069,30.72
2025-11-19,CRI MHBS,0.0094,29.39
2025-07-03,Philips HD3119,0.0128,31.13
2024-05-05,HP Pavilion 14,0.0015,29.1
2024-09-19,Bajaj MX3,0.0424,30.34
2024-10-18,Netgear R6120,0.0003,24.21
2025-02-20,Havells Stealth Air,0.0027,33.16
2024-09-15,Prestige PKOSS 1.5,0.0553,26.49
2025-12-28,Havells Stealth Air,0.0029,33.62
2025-10-24,ASUS VivoBook 15,0.002,30.14
2024-10-02,Xiaomi MDY-11,0.0002,31.72
2024-01-15,Philips GC1905,0.0722,30.18
2024-01-10,Philips Ace Saver,0.0003,35.67
2024-06-07,Samsung EP-TA800,0.0004,36.59
2024-05-24,Lenovo IdeaPad 3,0.0008,29.29
2024-07-25,Kirloskar Mega 54S,0.041,30.06
2024-06-21,Sony Bravia X75,0.0044,29.6
2024-02-06,CRI MHBS,0.0246,28.95
2025-05-30,Samsung UA43T5400,0.0019,25.44
2025-04-20,Lenovo ThinkCentre M70,0.0098,32.27
2024-02-16,Orient Aeroquiet,0.0051,30.72
2025-01-03,Sony Bravia X75,0.0026,27.19
2025-01-08,Dell Inspiron 3520,0.0018,30.16
2025-02-05,Philips GC1905,0.0357,31.15
2024-12-31,CRI MHBS,0.0332,30.78
2024-04-28,Dell OptiPlex 7090,0.0024,29.72
2024-06-28,LG GL-T302,0.012,30.17
2025-12-17,Philips HD9306,0.0447,33.16
2025-07-06,Lenovo IdeaPad 3,0.0026,34.35
2024-12-24,Bosch WAK24168,0.0273,32.06
2025-01-20,Netgear R6120,0.0002,31.38
2024-07-17,Sony Bravia X75,0.0026,33.23
2025-03-07,Orient Aeroquiet,0.001,33.64
2025-08-18,Bajaj MX3,0.067,28.06
2024-08-15,Samsung MS23F301,0.0202,31.73
2025-12-27,Daikin FTKF 1.5T,0.0295,31.95
2025-11-29,Samsung RT28T,0.0078,30.16
2024-11-21,Lenovo IdeaPad 3,0.001,31.68
2025-10-19,TP-Link Archer C6,0.0004,27.56
2025-01-25,Samsung MS23F301,0.0213,28.83
2025-02-23,LG 24MP60G,0.0009,34.22
2024-11-14,Usha Striker Galaxy,0.0011,34.52
2025-05-20,Philips HD9306,0.0451,24.64
2024-02-06,Orient Aeroquiet,0.0032,28.35
2025-06-07,Sony Bravia X75,0.004,32.86
2025-07-29,Havells Leganza,0.0023,30.9
