ina3221.battery.voltage,ina3221.battery.current_ma,ina3221.esp.voltage,ina3221.esp.current_ma,ina3221.main.voltage,ina3221.main.current_ma,si7021.temperature,si7021.humidity,system.rssi,system.free_heap,system.reconnects,system.cpu_temp
8.288,1.2,5.52,54.8,12.624,34.8,31.44321,64.86182,-76,192100,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.43249,64.89233,-78,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,24.0,31.45394,64.89233,-76,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.44321,64.8847,-76,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.44321,64.89996,-76,193672,3,42.6
8.28,1.2,5.552,32.4,12.632,23.6,31.45394,64.91522,-75,193672,3,42.6
8.288,1.2,5.56,29.2,12.632,23.2,31.45394,64.90759,-76,193672,3,42.6
8.288,1.2,5.552,31.6,12.632,23.6,31.45394,64.89233,-75,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.6,31.46466,64.85419,-77,193620,3,43.6
8.288,1.2,5.544,31.2,12.632,23.6,31.45394,64.8313,-75,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.44321,64.86945,-76,193672,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,31.44321,64.89233,-79,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,22.8,31.43249,64.89996,-78,193672,3,42.6
8.288,1.2,5.552,31.6,12.632,23.6,31.42176,64.96863,-78,193672,3,43.6
8.288,1.2,5.552,32.4,12.632,24.4,31.42176,64.95337,-80,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.42176,64.95337,-79,193672,3,42.6
8.296,1.2,5.52,48.0,12.624,33.6,31.44321,64.93811,-77,191192,3,43.6
8.288,1.2,5.552,29.2,12.632,23.6,31.44321,64.93811,-77,193672,3,42.6
8.296,1.2,5.512,56.8,12.624,36.0,31.42176,64.91522,-79,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.42176,64.94574,-79,193672,3,42.6
8.28,1.2,5.544,37.2,12.632,27.2,31.42176,64.961,-79,193672,3,42.6
8.28,1.2,5.552,32.4,12.632,24.8,31.42176,64.95337,-80,193672,3,42.6
8.288,1.2,5.528,44.4,12.624,31.2,31.42176,65.00677,-81,193672,3,42.6
8.288,1.2,5.544,31.6,12.632,24.8,31.41104,64.99915,-78,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.41104,65.03729,-78,193672,3,42.6
8.288,1.2,5.544,31.2,12.632,24.0,31.41104,65.00677,-79,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.41104,64.99152,-79,193672,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,31.41104,65.02203,-79,193672,3,42.6
8.288,1.2,5.544,36.4,12.632,26.8,31.41104,64.98389,-79,193672,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,31.41104,65.02203,-78,193672,3,42.6
8.288,1.2,5.544,38.0,12.632,27.6,31.41104,64.99915,-77,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.40031,65.02203,-79,193672,3,42.6
8.288,1.2,5.552,31.6,12.632,24.4,31.41104,64.99915,-79,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.41104,65.02203,-80,193672,3,42.6
8.288,1.2,5.552,34.4,12.632,25.6,31.40031,65.0144,-79,193672,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.41104,65.0144,-78,193672,3,42.6
8.288,1.2,5.544,30.4,12.632,23.6,31.41104,64.961,-79,193620,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.42176,64.96863,-78,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.41104,64.96863,-79,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,24.0,31.41104,64.96863,-78,193672,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.42176,64.98389,-79,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,24.4,31.42176,64.99152,-79,192100,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.41104,64.95337,-78,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.43249,64.95337,-78,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.44321,64.95337,-79,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.2,31.44321,64.92285,-79,193672,3,42.6
8.288,1.2,5.544,32.4,12.632,24.4,31.44321,64.92285,-78,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.45394,64.95337,-78,193672,3,42.6
8.288,1.2,5.544,31.6,12.632,24.0,31.44321,64.89233,-79,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.45394,64.87708,-77,193672,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.46466,64.86945,-79,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.46466,64.85419,-78,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.46466,64.85419,-79,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.46466,64.82367,-78,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.45394,64.80078,-78,193672,3,42.6
8.288,1.2,5.552,31.6,12.632,23.6,31.45394,64.80841,-79,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.46466,64.80841,-79,193672,3,42.6
8.288,1.2,5.552,31.2,12.632,23.6,31.47539,64.80841,-79,193676,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.48611,64.80841,-78,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.47539,64.77789,-78,193624,3,42.6
8.288,1.2,5.512,57.2,12.624,36.4,31.45394,64.79315,-79,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.45394,64.83893,-78,193676,3,42.6
8.288,1.2,5.552,31.2,12.632,24.4,31.43249,64.84656,-79,193676,3,42.6
8.296,1.2,5.52,55.2,12.624,35.6,31.43249,64.87708,-78,192104,3,42.6
8.288,1.2,5.544,30.4,12.632,24.0,31.40031,64.90759,-78,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.40031,64.97626,-78,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.38959,65.0144,-78,193624,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.38959,65.02966,-78,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.38959,65.0144,-77,193676,3,42.6
8.288,1.2,5.552,32.0,12.632,24.4,31.40031,65.03729,-79,193676,3,42.6
8.288,1.2,5.544,29.6,12.632,23.2,31.38959,65.06018,-77,193676,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.36814,65.06018,-79,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.38959,65.05255,-78,193676,3,42.6
8.288,1.2,5.544,30.4,12.632,24.0,31.37886,65.03729,-78,193676,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.36814,65.08307,-78,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.35741,65.11359,-78,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,24.8,31.36814,65.1441,-75,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.2,31.35741,65.15173,-78,193676,3,42.6
8.288,1.2,5.544,32.0,12.632,24.8,31.35741,65.15936,-78,193676,3,42.6
8.288,1.2,5.536,41.6,12.632,29.6,31.36814,65.1441,-80,193624,3,43.6
8.288,1.2,5.552,31.2,12.632,24.4,31.37886,65.1441,-78,193676,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.35741,65.12885,-78,193676,3,42.6
8.296,1.2,5.512,55.2,12.624,35.6,31.36814,65.15936,-78,192104,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.36814,65.12885,-78,193676,3,42.6
8.288,1.2,5.544,30.4,12.632,23.6,31.36814,65.12885,-78,193676,3,42.6
8.288,1.2,5.544,30.8,12.632,24.8,31.36814,65.12122,-78,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.36814,65.15936,-77,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,24.4,31.36814,65.16699,-76,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.36814,65.1441,-77,193676,3,42.6
8.288,1.2,5.544,29.6,12.632,24.0,31.37886,65.13647,-81,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.36814,65.15936,-84,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.37886,65.0907,-82,193620,3,42.6
8.288,1.2,5.544,29.6,12.632,23.6,31.38959,65.10596,-85,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.38959,65.09833,-82,193672,3,42.6
8.28,1.2,5.552,32.0,12.632,24.4,31.41104,65.06781,-84,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.40031,65.05255,-82,193672,3,42.6
8.288,1.2,5.544,31.2,12.632,24.4,31.41104,65.02203,-88,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.41104,64.97626,-85,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.41104,64.97626,-88,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.40031,64.98389,-82,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.38959,65.04492,-85,193672,3,42.6
8.288,1.2,5.544,32.8,12.632,24.0,31.38959,65.03729,-87,192100,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.38959,65.04492,-85,193672,3,42.6
8.288,1.2,5.552,31.6,12.632,23.6,31.37886,65.06781,-81,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.37886,65.07544,-88,193672,3,42.6
8.28,1.2,5.544,30.8,12.632,23.6,31.37886,65.08307,-85,193672,3,42.6
8.288,1.2,5.544,28.8,12.632,23.2,31.36814,65.06781,-91,193672,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,31.38959,65.06781,-85,193620,3,42.6
8.288,1.2,5.552,32.8,12.632,25.2,31.38959,65.03729,-84,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.2,31.37886,65.03729,-84,193672,3,42.6
8.288,1.2,5.552,32.0,12.632,24.4,31.38959,65.08307,-85,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.38959,65.03729,-81,193676,3,42.6
8.288,1.2,5.544,31.2,12.632,24.0,31.36814,65.04492,-87,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.36814,65.0907,-86,193676,3,42.6
8.288,1.2,5.552,30.4,12.632,24.0,31.37886,65.05255,-84,193676,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.38959,65.03729,-83,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.37886,65.05255,-82,193676,3,42.6
8.296,1.2,5.512,59.2,12.624,36.4,31.40031,65.0144,-86,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.38959,64.99152,-86,193676,3,42.6
8.288,1.2,5.552,31.6,12.632,24.0,31.40031,64.98389,-84,193676,3,42.6
8.296,1.2,5.52,54.4,12.624,35.6,31.40031,64.97626,-84,192104,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.40031,64.97626,-88,193676,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.40031,65.0144,-82,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.40031,65.02966,-82,193676,3,42.6
8.288,1.2,5.544,32.0,12.632,24.8,31.38959,65.03729,-91,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.38959,65.05255,-85,193676,3,42.6
8.28,1.2,5.544,31.6,12.632,24.4,31.37886,65.06781,-85,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.37886,65.04492,-89,193676,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.37886,65.04492,-85,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.36814,65.07544,-90,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.38959,65.06018,-85,193676,3,42.6
8.288,1.2,5.552,31.2,12.632,24.8,31.37886,65.07544,-81,193676,3,42.6
8.296,1.2,5.552,29.6,12.632,23.6,31.36814,65.09833,-91,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,24.4,31.35741,65.09833,-90,193676,3,42.6
8.296,1.2,5.552,29.2,12.632,23.6,31.36814,65.0907,-83,193676,3,42.6
8.288,1.2,5.544,29.2,12.632,24.0,31.36814,65.09833,-85,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.36814,65.12122,-87,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.37886,65.08307,-86,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.35741,65.09833,-85,193676,3,42.6
8.288,1.2,5.528,49.6,12.624,32.4,31.36814,65.11359,-81,193676,3,43.6
8.288,1.2,5.544,32.4,12.632,24.8,31.35741,65.10596,-86,193676,3,42.6
8.288,1.2,5.552,30.4,12.632,24.0,31.35741,65.06781,-82,193676,3,42.6
8.296,1.2,5.52,51.6,12.624,34.8,31.36814,65.0907,-87,192104,3,42.6
8.288,1.2,5.552,32.4,12.632,24.4,31.37886,65.07544,-87,193676,3,42.6
8.288,1.2,5.544,30.4,12.632,24.0,31.35741,65.08307,-85,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.35741,65.08307,-85,193676,3,42.6
8.272,1.2,5.512,65.2,12.624,40.0,31.36814,65.06781,-86,193624,3,42.6
8.28,1.2,5.552,36.0,12.632,26.0,31.37886,65.06781,-82,193676,3,43.6
8.288,1.2,5.552,29.2,12.632,23.2,31.38959,65.05255,-82,193676,3,42.6
8.288,1.2,5.552,32.0,12.632,23.6,31.40031,65.03729,-85,193676,3,42.6
8.288,1.2,5.56,29.2,12.632,23.2,31.40031,64.99152,-85,193676,3,42.6
8.288,1.2,5.552,30.8,12.632,23.6,31.38959,64.961,-84,193676,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.38959,64.98389,-88,193676,3,42.6
8.288,1.2,5.552,30.8,12.632,23.6,31.36814,65.0144,-83,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.35741,65.0144,-88,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,24.0,31.37886,65.0144,-86,193676,3,43.6
8.288,1.2,5.552,32.0,12.632,24.8,31.37886,64.99152,-82,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.37886,65.02203,-88,193676,3,42.6
8.288,1.2,5.544,33.6,12.632,25.6,31.38959,65.0144,-82,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.37886,64.98389,-88,193676,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.36814,64.99152,-85,193676,3,42.6
8.296,1.2,5.52,54.0,12.624,34.8,31.36814,65.00677,-89,192104,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,31.35741,65.02966,-89,193624,3,42.6
8.288,1.2,5.552,28.4,12.632,23.2,31.34669,65.05255,-89,193676,3,42.6
8.288,1.2,5.544,29.6,12.632,23.2,31.34669,65.06781,-87,193676,3,42.6
8.288,1.2,5.544,31.6,12.632,24.4,31.34669,65.08307,-86,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.35741,65.07544,-85,193676,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.36814,65.06781,-84,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.34669,65.06018,-89,193676,3,42.6
8.288,1.2,5.544,30.4,12.632,23.6,31.34669,65.08307,-89,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.34669,65.09833,-84,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.33596,65.0907,-87,193676,3,42.6
8.288,1.2,5.552,32.8,12.632,24.8,31.33596,65.09833,-82,193676,3,42.6
8.288,1.2,5.544,29.6,12.632,23.6,31.33596,65.13647,-87,193676,3,42.6
8.288,1.2,5.552,32.0,12.632,24.4,31.34669,65.12885,-82,193676,3,43.6
8.288,1.2,5.528,46.4,12.624,31.2,31.32524,65.12122,-85,193676,3,42.6
8.288,1.2,5.552,30.4,12.632,24.0,31.33596,65.12885,-85,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.33596,65.16699,-85,192104,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.32524,65.15936,-82,193676,3,42.6
8.288,1.2,5.552,30.8,12.632,23.2,31.32524,65.12122,-82,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.33596,65.13647,-83,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,24.4,31.34669,65.10596,-88,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.33596,65.15173,-86,193676,3,42.6
8.28,1.2,5.552,30.0,12.632,24.4,31.33596,65.12885,-83,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.32524,65.12885,-86,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.32524,65.13647,-86,193676,3,42.6
8.288,1.2,5.56,29.2,12.632,23.2,31.32524,65.13647,-83,193676,3,42.6
8.288,1.2,5.544,34.8,12.632,26.0,31.32524,65.12885,-85,193676,3,43.6
8.288,1.2,5.552,32.4,12.632,24.8,31.32524,65.15173,-84,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.34669,65.11359,-90,193676,3,42.6
8.288,1.2,5.552,31.6,12.632,24.8,31.33596,65.10596,-86,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.35741,65.10596,-85,193672,3,42.6
8.28,1.2,5.544,30.0,12.632,24.0,31.35741,65.0907,-85,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.35741,65.05255,-82,193672,3,42.6
8.288,1.2,5.544,29.6,12.632,23.6,31.34669,65.03729,-82,193672,3,42.6
8.288,1.2,5.544,32.4,12.632,24.0,31.35741,65.03729,-85,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.35741,65.02203,-90,191144,3,43.6
8.28,1.2,5.552,32.0,12.632,24.0,31.36814,65.02203,-82,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.35741,65.0144,-83,193672,3,42.6
8.288,1.2,5.544,31.2,12.632,24.0,31.37886,64.98389,-87,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.36814,64.97626,-81,193676,3,42.6
8.288,1.2,5.544,30.0,12.632,24.0,31.35741,64.98389,-85,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,24.8,31.35741,65.02966,-88,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.36814,65.00677,-86,193676,3,42.6
8.288,1.2,5.544,32.0,12.632,24.8,31.36814,64.961,-83,193676,3,42.6
8.288,1.2,5.544,29.6,12.632,23.6,31.36814,64.93048,-86,193676,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.37886,64.90759,-87,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.38959,64.94574,-82,193676,3,42.6
8.288,1.2,5.552,30.4,12.632,24.0,31.36814,64.96863,-85,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.35741,64.96863,-82,193676,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.34669,65.03729,-85,193676,3,42.6
8.28,1.2,5.544,32.8,12.632,24.8,31.35741,65.04492,-87,193676,3,42.6
8.288,1.2,5.544,30.4,12.632,23.6,31.36814,64.99915,-82,193676,3,42.6
8.288,1.2,5.544,31.6,12.632,24.4,31.35741,64.99915,-85,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.35741,64.99915,-88,193676,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.36814,64.99915,-86,192104,3,42.6
8.288,1.2,5.552,28.8,12.632,23.6,31.37886,64.96863,-84,193676,3,42.6
8.288,1.2,5.552,30.4,12.632,24.0,31.38959,64.94574,-88,193624,3,42.6
8.28,1.2,5.552,28.8,12.632,25.2,31.37886,64.93811,-87,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.38959,64.91522,-82,193676,3,42.6
8.288,1.2,5.544,31.6,12.632,24.4,31.37886,64.93048,-88,193676,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.35741,64.94574,-89,193676,3,42.6
8.288,1.2,5.552,31.2,12.632,24.4,31.34669,64.99915,-86,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.34669,64.98389,-83,193676,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,31.35741,65.00677,-84,193676,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.34669,65.02203,-87,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.34669,64.99915,-88,193672,3,42.6
8.288,1.2,5.552,32.4,12.632,24.8,31.34669,65.02203,-88,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.35741,64.99915,-88,193672,3,42.6
8.28,1.2,5.544,31.6,12.632,24.4,31.35741,65.02203,-83,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.6,31.35741,64.96863,-86,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.37886,64.96863,-81,193672,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.38959,64.94574,-82,193672,3,42.6
8.28,1.2,5.52,50.8,12.624,33.2,31.38959,64.96863,-85,193620,3,42.6
8.288,1.2,5.544,42.8,12.624,30.0,31.37886,64.93048,-81,193672,3,43.6
8.288,1.2,5.552,30.0,12.632,23.6,31.36814,64.93811,-86,193672,3,42.6
8.28,1.2,5.552,31.6,12.632,24.4,31.37886,64.95337,-85,193672,3,42.6
8.296,1.2,5.52,55.2,12.624,35.2,31.36814,64.92285,-83,192100,3,42.6
8.296,1.2,5.552,33.2,12.632,24.4,31.36814,64.93048,-82,193672,3,42.6
8.288,1.2,5.544,38.4,12.632,27.6,31.37886,64.93811,-82,193672,3,42.6
8.288,1.2,5.552,31.2,12.632,24.0,31.36814,64.97626,-82,193620,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.36814,64.97626,-79,193672,3,42.6
8.288,1.2,5.552,31.2,12.632,24.0,31.35741,64.94574,-81,193672,3,42.6
8.28,1.2,5.544,32.8,12.632,25.2,31.35741,64.96863,-83,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.34669,65.03729,-83,193672,3,42.6
8.288,1.2,5.544,32.4,12.632,24.4,31.32524,65.04492,-82,193672,3,42.6
8.288,1.2,5.544,29.6,12.632,23.2,31.34669,65.02966,-79,193672,3,42.6
8.288,1.2,5.544,31.6,12.632,24.0,31.34669,65.04492,-90,193672,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.33596,65.04492,-80,193672,3,42.6
8.288,1.2,5.552,31.6,12.632,24.0,31.34669,65.05255,-81,193672,3,43.6
8.288,1.2,5.544,32.8,12.632,26.4,31.34669,65.03729,-77,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,23.6,31.36814,64.99915,-77,193672,3,42.6
8.288,1.2,5.544,31.6,12.632,24.4,31.37886,64.99915,-78,193672,3,42.6
8.288,1.2,5.552,34.8,12.632,26.0,31.37886,64.96863,-77,193672,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.37886,64.96863,-78,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.38959,64.95337,-77,193672,3,42.6
8.296,1.2,5.512,56.0,12.624,35.6,31.40031,64.95337,-77,192052,3,42.6
8.288,1.2,5.544,28.8,12.632,22.8,31.41104,64.91522,-77,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.2,31.41104,64.91522,-78,193672,3,42.6
8.28,1.2,5.544,31.2,12.632,24.4,31.41104,64.86945,-78,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.41104,64.86945,-78,193672,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.40031,64.87708,-77,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.41104,64.86945,-76,193672,3,42.6
8.28,1.2,5.552,30.8,12.632,23.6,31.38959,64.86945,-76,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.2,31.37886,64.90759,-77,193672,3,42.6
8.288,1.2,5.544,29.6,12.632,23.6,31.37886,64.90759,-77,193672,3,42.6
8.28,1.2,5.544,32.0,12.632,24.8,31.36814,64.97626,-76,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.36814,64.95337,-78,193672,3,42.6
8.288,1.2,5.544,31.2,12.632,24.4,31.35741,64.97626,-76,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.36814,65.00677,-76,193672,3,42.6
8.28,1.2,5.544,30.8,12.632,24.0,31.35741,64.99152,-77,193672,3,42.6
8.288,1.2,5.544,29.2,12.632,23.2,31.34669,64.99915,-76,193672,3,42.6
8.288,1.2,5.512,54.4,12.624,35.2,31.35741,65.0144,-76,193672,3,43.6
8.288,1.2,5.552,28.8,12.632,22.8,31.35741,65.00677,-76,193672,3,42.6
8.288,1.2,5.552,30.4,12.632,24.0,31.35741,65.0144,-77,193672,3,42.6
8.296,1.2,5.512,55.6,12.624,34.4,31.34669,64.99915,-75,192100,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.35741,64.97626,-76,193672,3,42.6
8.28,1.2,5.544,31.2,12.632,24.4,31.35741,64.94574,-75,193672,3,42.6
8.28,1.2,5.552,29.6,12.632,23.6,31.37886,64.95337,-76,193672,3,42.6
8.288,1.2,5.544,30.8,12.632,24.0,31.36814,64.961,-76,193672,3,42.6
8.288,1.2,5.544,29.2,12.632,23.6,31.37886,64.92285,-76,193672,3,42.6
8.288,1.2,5.544,30.0,12.632,23.6,31.36814,64.93811,-77,193672,3,42.6
8.288,1.2,5.552,32.8,12.632,25.2,31.37886,64.93811,-76,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.38959,64.92285,-77,193672,3,42.6
8.288,1.2,5.552,30.8,12.632,24.0,31.38959,64.92285,-78,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.2,31.40031,64.89233,-77,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,24.0,31.38959,64.89233,-76,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.38959,64.89996,-76,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,24.0,31.38959,64.86945,-77,193672,3,43.6
8.288,1.2,5.544,28.8,12.632,23.2,31.38959,64.8847,-76,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.6,31.37886,64.86182,-77,193672,3,42.6
8.288,1.2,5.544,32.4,12.632,24.4,31.36814,64.89996,-76,193672,3,42.6
8.288,1.2,5.552,28.8,12.632,23.6,31.37886,64.93048,-75,193672,3,42.6
8.28,1.2,5.544,31.2,12.632,24.0,31.36814,64.92285,-77,193672,3,42.6
8.28,1.2,5.52,54.0,12.624,35.2,31.36814,64.92285,-75,192100,3,42.6
8.288,1.2,5.552,30.4,12.632,23.6,31.36814,64.94574,-76,193672,3,42.6
8.288,1.2,5.552,29.2,12.632,23.2,31.36814,64.91522,-76,193672,3,42.6
8.288,1.2,5.552,30.0,12.632,23.6,31.36814,64.90759,-76,193672,3,42.6
8.288,1.2,5.552,32.0,12.632,24.4,31.36814,64.91522,-77,193672,3,42.6
8.288,1.2,5.552,29.6,12.632,23.6,31.36814,64.93811,-76,193672,3,42.6
8.28,1.2,5.544,31.2,12.632,23.6,31.35741,64.961,-76,193672,3,41.6
